Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Option4 Name,Option4 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Cable shielding (product.metafields.shopify.cable-shielding),Color (product.metafields.shopify.color-pattern),Connection type (product.metafields.shopify.connection-type),Device interface (product.metafields.shopify.device-interface),Keyboard format (product.metafields.shopify.keyboard-format),Keyboard layout (product.metafields.shopify.keyboard-layout),Keyboard specialized features (product.metafields.shopify.keyboard-specialized-features),Keyboard switch type (product.metafields.shopify.keyboard-switch-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
custom-nimbus-keyboard,Custom Nimbus Keyboard,<p>Title: Custom Nimbus Keyboard<br>     Description: Customizable mechanical keyboard with your choice of:<br>     - Body color<br>     - Plate type<br>     - Switch type<br>     - Keycap set</p>,Nimbus Gaming,Electronics > Electronics Accessories > Computer Components > Input Devices > Keyboards,"","",true,Standard Configuration,Standard Configuration,,,,,,,,"",0.0,,0,deny,manual,6999.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
